"date","CPI","Proxy","realProxy"
1890-01-01,-1.12107623318385,6.81321918119586,100
1891-01-01,0,2.54459049648803,102.544590496488
1892-01-01,0,-8.72902913865238,93.5934433119378
1893-01-01,-1.13378684807256,6.28234745653213,99.4733086173262
1894-01-01,-4.35779816513763,-11.3257210024186,88.207239211453
1895-01-01,-2.39808153477218,-4.39945410172732,84.3266022079443
1896-01-01,0,-7.33459272307424,78.1415893787846
1897-01-01,-1.22850122850124,2.80681105488714,80.3348761479329
1898-01-01,0,6.04030775649005,85.1873499030632
1899-01-01,0,0.528101302349793,85.6372254073385
1900-01-01,1.24378109452739,7.62195233521663,92.1644539090879
1901-01-01,1.22850122850122,1.08220823150504,93.1618652158137
1902-01-01,1.2135922330097,8.02493022864605,100.638039899088
1903-01-01,2.27817745803356,-3.04544021910155,97.5731685562857
1904-01-01,1.1723329425557,3.55692361535609,101.043771630915
1905-01-01,-1.15874855156433,-1.05343484454787,99.97934133231
1906-01-01,2.22743259085583,1.00435005556641,100.983483902536
1907-01-01,4.47247706422016,5.61893346588438,106.657678674552
1908-01-01,-2.08562019758507,2.10479329327082,108.902602342052
1909-01-01,-1.12107623318385,5.32396638997183,114.700540288547
1910-01-01,4.42176870748301,2.42040646872279,117.476759585351
1911-01-01,0,-3.29750290733866,113.602960022577
1912-01-01,2.06297502714441,7.26089265015675,121.851548997217
1913-01-01,2.12765957446808,-1.07671527970673,120.539554750605
1914-01-01,0.937499999999991,1.95915960252022,122.901117012336
1915-01-01,0.515995872033037,0.419700048612692,123.416933060183
1916-01-01,9.24024640657084,19.4008241051695,147.360835159183
1917-01-01,20.4887218045113,43.2332441197578,211.069704760467
1918-01-01,17.4726989079563,10.6291151806614,233.504546790939
1919-01-01,14.8738379814077,11.2404990876611,259.751623242622
1920-01-01,15.8381502890173,7.57363679543366,279.424267757261
1921-01-01,-10.6786427145709,-33.6301323325861,185.453516741134
1922-01-01,-6.31284916201117,-2.77556117612616,180.306140930707
1923-01-01,1.78890876565296,5.27421383491864,189.815872360882
1924-01-01,0.175746924428832,0.192085120902741,190.180480408799
1925-01-01,2.51461988304094,8.06546243925885,205.519415622973
1926-01-01,0.96976611523103,-2.60888431888301,200.157651816525
1927-01-01,-1.86440677966101,-4.53548453717556,191.079532468413
1928-01-01,-1.38169257340243,0.444640155803455,191.929148799289
1929-01-01,0,-3.30295014925688,185.589824692555
1930-01-01,-2.51021599532983,-11.4063528067532,164.420794514688
1931-01-01,-8.80239520958083,-20.5826652020493,130.57861285718
1932-01-01,-10.3086014445174,-15.6337453549744,110.164285035031
1933-01-01,-5.12445095168375,7.23728862619166,118.137192305996
1934-01-01,3.3179012345679,16.7182987584115,137.887721060512
1935-01-01,2.53920836445107,12.3885040967699,154.969947033036
1936-01-01,0.946831755280408,-0.517135979386163,154.168541679693
1937-01-01,3.60750360750361,4.92308642345249,161.75839222436
1938-01-01,-1.88022284122562,-12.6754884086431,141.254725967954
1939-01-01,-1.4194464158978,-4.33850115087424,135.12638805617
1940-01-01,1.00791936645068,1.56340300737225,137.238958070794
1941-01-01,4.98930862437634,17.7452389920783,161.592339170694
1942-01-01,10.6585200271555,NA,NA
1943-01-01,6.13496932515338,NA,NA
1944-01-01,1.73410404624277,NA,NA
1945-01-01,2.27272727272727,NA,NA
1946-01-01,8.55555555555556,NA,NA
1947-01-01,14.3295803480041,NA,NA
1948-01-01,7.78871978513875,NA,NA
1949-01-01,-0.955149501661112,NA,NA
1950-01-01,0.964360587002089,NA,NA
1951-01-01,7.89036544850499,NA,NA
1952-01-01,2.19399538106235,NA,NA
1953-01-01,0.753295668549914,NA,NA
1954-01-01,0.485981308411221,NA,NA
1955-01-01,-0.372023809523803,NA,NA
1956-01-01,1.49365197908886,NA,NA
1957-01-01,3.56880058866813,NA,NA
1958-01-01,2.7353463587922,NA,NA
1959-01-01,0.829875518672196,NA,NA
1960-01-01,1.57750342935528,NA,NA
1961-01-01,1.01282916948009,NA,NA
1962-01-01,1.13636363636365,NA,NA
1963-01-01,1.18968935888961,NA,NA
1964-01-01,1.33899412148923,NA,NA
1965-01-01,1.70802449242669,NA,NA
1966-01-01,2.85171102661597,NA,NA
1967-01-01,2.89587184226741,NA,NA
1968-01-01,4.19161676646707,NA,NA
1969-01-01,5.37356321839082,NA,NA
1970-01-01,5.91764385055904,NA,NA
1971-01-01,4.29969104016477,NA,NA
1972-01-01,3.3078252283387,NA,NA
1973-01-01,6.21266427718041,NA,NA
1974-01-01,10.9786276715411,NA,NA
1975-01-01,9.14250962902901,NA,NA
1976-01-01,5.75780089153044,NA,NA
1977-01-01,6.44538110291535,NA,NA
1978-01-01,7.60600560963538,NA,NA
1979-01-01,11.2695492180313,NA,NA
1980-01-01,13.5179826374535,NA,NA
1981-01-01,10.3787327021122,NA,NA
1982-01-01,6.12559111404376,NA,NA
1983-01-01,3.21243523316062,NA,NA
1984-01-01,4.31726907630523,NA,NA
1985-01-01,3.56111645813282,NA,NA
1986-01-01,1.85873605947955,NA,NA
1987-01-01,3.64963503649636,NA,NA
1988-01-01,4.13732394366197,NA,NA
1989-01-01,4.81825866441252,NA,NA
1990-01-01,5.40322580645161,NA,NA
1991-01-01,4.20811017597551,NA,NA
1992-01-01,3.01027900146844,NA,NA
1993-01-01,2.9935851746258,NA,NA
1994-01-01,2.56055363321799,NA,NA
1995-01-01,2.83400809716601,NA,NA
1996-01-01,2.95275590551181,NA,NA
1997-01-01,2.29445506692161,NA,NA
1998-01-01,1.55763239875388,NA,NA
1999-01-01,2.2085889570552,NA,NA
2000-01-01,3.36134453781511,NA,NA
2001-01-01,2.84552845528456,NA,NA
2002-01-01,1.5810276679842,NA,NA
2003-01-01,2.27904391328515,NA,NA
2004-01-01,2.66304347826087,NA,NA
2005-01-01,3.38803599788249,NA,NA
2006-01-01,3.2258064516129,NA,NA
2007-01-01,2.84722222222222,NA,NA
2008-01-01,3.83910485193402,NA,NA
2009-01-01,-0.35299581978635,NA,NA
2010-01-01,1.6407196793139,NA,NA
2011-01-01,3.15509492800146,NA,NA
2012-01-01,2.06721792477995,NA,NA
2013-01-01,1.46783396489394,NA,NA
2014-01-01,1.62259615384615,NA,NA
2015-01-01,0.118273211117681,NA,NA
2016-01-01,1.26149692009112,NA,NA
2017-01-01,2.12907795508521,NA,NA
